Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
489,Dennis Schröder\schrode01,SG,28,BOS,49,25,29.2,5.2,11.9,.440,1.4,3.9,.349,3.9,8.0,.485,.497,2.5,3.0,.848,0.6,2.8,3.3,4.2,0.8,0.1,2.1,2.4,14.4
489,Dennis Schröder\schrode01,PG,28,HOU,15,4,26.9,3.7,9.3,.393,1.3,3.9,.328,2.4,5.5,.439,.461,2.3,2.6,.872,0.4,2.9,3.3,5.9,0.8,0.2,2.6,2.5,10.9
490,Tre Scott\scotttr01,SF,25,CLE,2,0,5.5,1.5,3.0,.500,0.0,0.5,.000,1.5,2.5,.600,.500,0.0,0.0,,0.5,0.5,1.0,0.0,0.5,0.5,0.0,1.0,3.0
491,Jay Scrubb\scrubja01,SG,21,LAC,18,0,6.7,1.0,2.6,.391,0.3,1.2,.286,0.7,1.4,.480,.457,0.4,0.6,.700,0.1,0.8,0.9,0.4,0.2,0.2,0.4,0.5,2.7
492,Wayne Selden\seldewa01,SG,27,NYK,3,0,6.3,0.3,1.3,.250,0.3,0.7,.500,0.0,0.7,.000,.375,0.7,1.3,.500,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.7
493,Alperen Şengün\sengual01,C,19,HOU,69,10,20.1,3.4,7.1,.476,0.4,1.6,.262,3.0,5.6,.535,.504,2.3,3.3,.702,1.9,3.5,5.4,2.4,0.8,1.0,2.1,3.0,9.4
494,Collin Sexton\sextoco01,SG,23,CLE,11,11,28.7,6.2,13.7,.450,1.0,4.1,.244,5.2,9.6,.538,.487,2.6,3.5,.744,1.2,2.1,3.3,2.1,0.9,0.0,2.8,2.3,16.0
495,Landry Shamet\shamela01,SG,24,PHO,65,12,20.7,2.7,6.7,.395,1.8,4.7,.378,0.9,2.0,.435,.527,1.0,1.2,.838,0.2,1.6,1.8,1.6,0.4,0.1,0.6,1.3,8.1
496,Day'Ron Sharpe\sharpda01,PF,20,BRK,32,8,12.2,2.7,4.7,.577,0.1,0.2,.286,2.6,4.4,.592,.584,0.8,1.3,.585,2.5,2.5,5.0,0.5,0.3,0.5,0.9,1.9,6.2
497,Pascal Siakam\siakapa01,PF,27,TOR,65,65,37.9,8.6,17.4,.493,1.1,3.2,.356,7.5,14.3,.523,.525,4.1,5.5,.746,1.8,6.5,8.4,5.2,1.2,0.6,2.7,3.4,22.4
498,Chris Silva\silvach01,PF,25,TOT,10,0,9.1,0.8,1.5,.533,0.0,0.0,,0.8,1.5,.533,.533,1.0,1.2,.833,1.3,2.3,3.6,0.7,0.0,0.1,0.8,2.0,2.6
498,Chris Silva\silvach01,PF,25,MIN,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
498,Chris Silva\silvach01,PF,25,MIA,9,0,9.8,0.9,1.7,.533,0.0,0.0,,0.9,1.7,.533,.533,1.1,1.3,.833,1.4,2.4,3.9,0.8,0.0,0.1,0.9,2.2,2.9
499,Marko Simonovic\simonma01,C,22,CHI,9,0,3.9,0.4,1.7,.267,0.1,0.6,.200,0.3,1.1,.300,.300,0.9,1.2,.727,0.6,0.6,1.1,0.0,0.1,0.1,0.2,0.7,1.9
500,Anfernee Simons\simonan01,SG,22,POR,57,30,29.5,6.2,14.0,.443,3.1,7.8,.405,3.1,6.2,.490,.555,1.8,2.0,.888,0.5,2.2,2.6,3.9,0.5,0.1,2.0,1.9,17.3
501,Jericho Sims\simsje01,PF,23,NYK,38,2,11.8,0.8,1.1,.775,0.0,0.0,,0.8,1.1,.775,.775,0.2,0.5,.316,1.3,2.2,3.5,0.4,0.2,0.4,0.4,1.4,1.8
502,Deividas Sirvydis\sirvyde01,SG,21,DET,3,0,9.0,0.3,3.3,.100,0.3,2.3,.143,0.0,1.0,.000,.150,0.0,0.0,,0.0,2.0,2.0,0.3,1.0,0.3,0.0,1.3,1.0
503,Javonte Smart\smartja01,PG,22,TOT,15,1,10.9,0.7,3.1,.239,0.3,1.3,.211,0.5,1.8,.259,.283,0.3,0.4,.833,0.3,1.0,1.3,0.9,0.3,0.1,0.6,0.7,2.1
503,Javonte Smart\smartja01,PG,22,MIL,13,1,12.3,0.8,3.3,.256,0.3,1.4,.222,0.5,1.9,.280,.302,0.4,0.5,.833,0.3,1.2,1.5,1.1,0.3,0.2,0.7,0.8,2.4
503,Javonte Smart\smartja01,PG,22,MIA,2,0,2.0,0.0,1.5,.000,0.0,0.5,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,Marcus Smart\smartma01,PG,27,BOS,68,68,32.6,4.2,10.1,.414,1.6,5.0,.322,2.6,5.1,.503,.493,2.1,2.6,.791,0.6,3.3,3.9,5.9,1.7,0.3,2.2,2.3,12.0
505,Dennis Smith Jr.\smithde03,PG,24,POR,37,4,17.2,2.1,5.1,.418,0.2,0.7,.222,2.0,4.4,.451,.434,1.1,1.7,.656,0.5,1.8,2.4,3.6,1.2,0.3,1.4,1.4,5.6
506,Ish Smith\smithis01,PG,33,TOT,61,1,17.0,2.8,6.4,.430,0.4,1.0,.355,2.4,5.4,.444,.458,0.2,0.4,.625,0.4,1.7,2.1,3.6,0.7,0.4,1.1,1.2,6.1
506,Ish Smith\smithis01,PG,33,CHO,37,1,13.8,2.0,5.0,.395,0.3,0.7,.400,1.7,4.3,.394,.422,0.3,0.5,.632,0.3,1.2,1.5,2.6,0.5,0.3,1.0,0.9,4.5
506,Ish Smith\smithis01,PG,33,WAS,24,0,22.0,4.0,8.7,.462,0.5,1.5,.324,3.5,7.1,.491,.490,0.1,0.2,.600,0.6,2.4,3.0,5.0,0.9,0.5,1.4,1.7,8.6
507,Jalen Smith\smithja04,PF,21,TOT,50,8,17.9,3.4,6.8,.500,0.8,2.3,.325,2.6,4.4,.593,.556,1.5,2.0,.758,2.0,4.0,6.0,0.4,0.3,0.8,0.8,1.9,9.0
507,Jalen Smith\smithja04,PF,21,PHO,29,4,13.2,2.2,4.7,.460,0.3,1.3,.231,1.9,3.4,.551,.493,1.4,1.8,.769,1.9,2.9,4.8,0.2,0.2,0.6,0.8,1.8,6.0
507,Jalen Smith\smithja04,PF,21,IND,21,4,24.4,5.0,9.6,.527,1.4,3.7,.372,3.7,5.9,.626,.600,1.7,2.2,.745,2.1,5.6,7.7,0.8,0.4,1.0,0.9,2.0,13.1
508,Xavier Sneed\sneedxa01,SF,24,TOT,7,0,4.3,0.3,1.0,.286,0.1,0.9,.167,0.1,0.1,1.000,.357,0.0,0.0,,0.1,0.4,0.6,0.0,0.0,0.0,0.0,0.3,0.7
508,Xavier Sneed\sneedxa01,SF,24,MEM,2,0,4.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
508,Xavier Sneed\sneedxa01,SF,24,UTA,5,0,4.4,0.4,1.0,.400,0.2,0.8,.250,0.2,0.2,1.000,.500,0.0,0.0,,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0
509,Tony Snell\snellto01,SG,30,TOT,50,12,15.6,1.2,3.1,.394,0.8,2.4,.353,0.4,0.7,.528,.529,0.1,0.1,1.000,0.3,1.7,2.0,0.5,0.3,0.2,0.4,1.3,3.3
509,Tony Snell\snellto01,SG,30,POR,38,10,14.4,0.9,2.6,.371,0.6,2.0,.320,0.3,0.6,.545,.495,0.1,0.1,1.000,0.3,1.6,1.9,0.5,0.2,0.2,0.3,1.2,2.6
509,Tony Snell\snellto01,SG,30,NOP,12,2,19.3,2.1,4.8,.431,1.5,3.7,.409,0.6,1.2,.500,.586,0.0,0.0,,0.3,2.0,2.3,0.4,0.5,0.2,0.6,1.8,5.7
510,Jaden Springer\sprinja01,SG,19,PHI,2,0,3.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.0,1.0
511,Cassius Stanley\stanlca01,SG,22,DET,9,1,17.2,2.1,5.1,.413,0.4,1.9,.235,1.7,3.2,.517,.457,1.1,1.1,1.000,0.6,1.6,2.1,0.4,0.6,0.2,0.7,1.9,5.8
512,Nik Stauskas\stausni01,SG,28,TOT,8,0,4.9,0.6,1.8,.357,0.5,1.3,.400,0.1,0.5,.250,.500,0.5,0.8,.667,0.1,0.3,0.4,0.3,0.0,0.0,0.1,0.1,2.3
512,Nik Stauskas\stausni01,SG,28,MIA,2,0,12.0,1.5,4.0,.375,1.0,2.0,.500,0.5,2.0,.250,.500,1.5,2.0,.750,0.5,1.0,1.5,0.5,0.0,0.0,0.0,0.5,5.5
512,Nik Stauskas\stausni01,SG,28,BOS,6,0,2.5,0.3,1.0,.333,0.3,1.0,.333,0.0,0.0,,.500,0.2,0.3,.500,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,1.2
513,Lance Stephenson\stephla01,SG-SF,31,TOT,43,1,17.9,3.2,7.1,.449,0.6,2.0,.287,2.6,5.1,.514,.490,1.3,1.7,.789,0.3,2.5,2.8,3.6,0.5,0.1,1.6,2.0,8.3
513,Lance Stephenson\stephla01,SF,31,ATL,6,0,11.7,0.8,2.2,.385,0.0,0.5,.000,0.8,1.7,.500,.385,0.2,0.3,.500,0.2,2.3,2.5,1.8,0.0,0.0,0.7,1.3,1.8
513,Lance Stephenson\stephla01,SG,31,IND,37,1,18.9,3.6,7.9,.452,0.7,2.3,.298,2.9,5.6,.514,.495,1.5,1.9,.797,0.3,2.6,2.9,3.8,0.6,0.1,1.7,2.2,9.3
514,Lamar Stevens\stevela01,PF,24,CLE,60,13,16.0,2.5,5.0,.497,0.3,1.0,.290,2.2,3.9,.551,.527,0.9,1.3,.707,0.8,1.8,2.6,0.7,0.5,0.3,0.6,1.7,6.1
515,Isaiah Stewart\stewais01,C,20,DET,68,68,25.7,3.5,6.9,.512,0.1,0.5,.243,3.4,6.3,.535,.521,1.0,1.4,.701,3.1,5.5,8.6,1.1,0.3,1.1,1.2,3.0,8.2
516,Max Strus\strusma01,SF,25,MIA,66,14,23.3,3.7,8.4,.437,2.7,6.6,.406,1.0,1.8,.550,.596,0.6,0.8,.788,0.4,2.6,3.0,1.3,0.4,0.2,0.8,1.7,10.6
517,Jalen Suggs\suggsja01,PG,20,ORL,46,43,27.7,4.2,11.7,.361,0.9,4.1,.216,3.3,7.5,.441,.399,2.7,3.5,.773,0.6,3.1,3.7,4.4,1.2,0.4,3.0,3.0,12.1
518,Craig Sword\swordcr01,SG,28,WAS,3,0,6.3,1.0,1.3,.750,0.0,0.3,.000,1.0,1.0,1.000,.750,0.0,0.0,,0.0,0.0,0.0,0.3,1.3,0.0,0.3,2.3,2.0
519,Keifer Sykes\sykeske01,PG,28,IND,32,11,17.7,2.2,5.9,.363,0.8,2.8,.300,1.3,3.1,.420,.434,0.5,0.5,.882,0.3,1.2,1.4,1.9,0.4,0.1,1.0,1.6,5.6
520,Jae'Sean Tate\tateja01,SF,26,HOU,75,74,26.3,4.7,9.4,.503,0.8,2.6,.311,3.9,6.8,.577,.546,1.7,2.4,.709,1.7,3.7,5.4,2.9,0.9,0.5,1.8,3.7,11.9
521,Jayson Tatum\tatumja01,SF,23,BOS,74,74,36.1,9.4,20.7,.452,3.0,8.6,.351,6.3,12.1,.523,.524,5.3,6.2,.854,1.1,6.8,8.0,4.4,1.0,0.6,2.8,2.3,27.0
522,Terry Taylor\taylote01,SG,22,IND,30,6,21.1,4.0,6.4,.630,0.4,1.0,.387,3.6,5.4,.677,.661,1.0,1.5,.689,2.8,2.5,5.2,1.2,0.4,0.2,0.7,1.8,9.5
523,Garrett Temple\templga01,SG,35,NOP,56,16,18.9,1.9,5.0,.383,1.0,3.1,.320,0.9,1.9,.486,.482,0.5,0.7,.683,0.5,2.0,2.5,1.3,0.8,0.4,0.7,1.4,5.4
524,Emanuel Terry\terryem01,PF,25,PHO,3,0,6.0,0.0,1.7,.000,0.0,0.0,,0.0,1.7,.000,.000,0.0,0.0,,2.7,2.3,5.0,0.7,0.3,0.0,1.7,1.3,0.0
525,Tyrell Terry\terryty01,PG,21,MEM,2,0,1.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0
526,Jon Teske\teskejo01,C,24,MEM,3,0,2.7,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.7,.000,0.0,0.7,0.7,0.3,0.3,0.0,0.0,0.3,0.0
527,Daniel Theis\theisda01,C,29,TOT,44,24,20.2,3.0,5.9,.510,0.7,2.3,.293,2.3,3.6,.644,.566,1.0,1.5,.672,1.1,3.6,4.7,0.8,0.5,0.7,1.0,2.3,7.6
527,Daniel Theis\theisda01,C,29,HOU,26,21,22.5,3.2,6.9,.469,0.9,3.0,.291,2.3,3.8,.610,.534,1.0,1.5,.675,1.2,3.8,5.0,0.8,0.4,0.7,1.2,2.4,8.4
527,Daniel Theis\theisda01,C,29,BOS,18,3,16.9,2.7,4.4,.600,0.3,1.1,.300,2.3,3.3,.700,.638,0.9,1.3,.667,0.9,3.4,4.3,0.8,0.5,0.8,0.7,2.3,6.6
528,Brodric Thomas\thomabr01,SG,25,BOS,10,0,4.8,0.6,1.5,.400,0.1,0.8,.125,0.5,0.7,.714,.433,0.2,0.4,.500,0.2,0.5,0.7,0.8,0.0,0.1,0.4,0.6,1.5
529,Cam Thomas\thomaca02,SG,20,BRK,63,2,18.2,3.4,7.8,.430,0.7,2.7,.265,2.7,5.1,.517,.476,1.3,1.6,.828,0.3,2.2,2.5,1.2,0.5,0.1,0.8,1.0,8.7
530,Isaiah Thomas\thomais02,PG,32,TOT,18,1,16.2,3.1,7.9,.392,1.2,3.9,.314,1.9,4.1,.466,.469,1.0,1.2,.818,0.2,1.3,1.4,1.7,0.3,0.2,0.7,1.5,8.4
530,Isaiah Thomas\thomais02,PG,32,LAL,4,1,25.3,3.0,9.8,.308,1.3,5.5,.227,1.8,4.3,.412,.372,2.0,2.8,.727,0.3,1.8,2.0,1.5,0.0,0.5,1.3,3.0,9.3
530,Isaiah Thomas\thomais02,PG,32,DAL,1,0,13.0,3.0,8.0,.375,0.0,3.0,.000,3.0,5.0,.600,.375,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0
530,Isaiah Thomas\thomais02,PG,32,CHO,13,0,13.7,3.2,7.4,.427,1.3,3.5,.378,1.8,3.9,.471,.516,0.8,0.8,.909,0.2,1.2,1.4,1.6,0.5,0.2,0.6,1.2,8.4
531,Matt Thomas\thomama02,SG,27,CHI,40,0,11.5,1.4,3.4,.410,0.9,2.3,.385,0.5,1.1,.465,.541,0.4,0.5,.800,0.1,1.2,1.3,0.5,0.2,0.1,0.2,0.5,4.0
532,Klay Thompson\thompkl01,SG,31,GSW,30,30,29.2,7.3,17.4,.418,3.4,9.1,.371,3.9,8.3,.468,.514,1.4,1.5,.911,0.5,3.5,3.9,2.7,0.5,0.6,1.3,1.7,19.3
533,Tristan Thompson\thomptr01,PF,30,TOT,53,5,15.7,2.4,4.6,.520,0.0,0.1,.333,2.4,4.6,.523,.522,1.1,2.0,.519,2.1,3.0,5.0,0.6,0.4,0.4,0.8,1.7,5.9
533,Tristan Thompson\thomptr01,PF,30,SAC,30,3,15.2,2.5,5.0,.503,0.0,0.0,1.000,2.5,5.0,.500,.507,1.1,2.0,.533,2.4,3.0,5.4,0.6,0.4,0.4,1.0,1.7,6.2
533,Tristan Thompson\thomptr01,PF,30,IND,4,0,16.5,3.3,6.0,.542,0.0,0.0,,3.3,6.0,.542,.542,0.8,2.0,.375,1.8,2.8,4.5,0.5,0.0,0.5,1.0,1.8,7.3
533,Tristan Thompson\thomptr01,PF,30,CHI,19,2,16.3,2.1,3.7,.549,0.0,0.1,.000,2.1,3.6,.565,.549,1.1,2.1,.525,1.6,3.0,4.6,0.7,0.6,0.3,0.6,1.6,5.2
534,JT Thor\thorjt01,PF,19,CHO,29,0,8.5,0.8,1.9,.444,0.2,0.9,.269,0.6,1.0,.607,.509,0.3,0.6,.625,0.4,1.0,1.4,0.6,0.3,0.3,0.3,0.9,2.2
535,Matisse Thybulle\thybuma01,SG,24,PHI,63,48,25.5,2.3,4.6,.505,0.7,2.2,.317,1.6,2.4,.680,.581,0.5,0.7,.791,0.6,1.7,2.3,1.1,1.8,1.1,0.6,2.4,5.9
536,Killian Tillie\tilliki02,C,23,MEM,36,3,12.8,1.2,3.5,.339,0.8,2.4,.314,0.4,1.1,.390,.445,0.1,0.2,.625,0.6,1.1,1.7,0.6,0.6,0.4,0.4,1.6,3.3
537,Xavier Tillman Sr.\tillmxa01,PF,23,MEM,49,1,13.0,1.9,4.0,.464,0.2,0.9,.214,1.7,3.1,.532,.487,0.9,1.3,.652,1.3,1.9,3.1,1.1,0.9,0.3,0.7,1.2,4.8
538,Isaiah Todd\toddis01,PF,20,WAS,10,0,4.1,0.5,1.7,.294,0.4,1.1,.364,0.1,0.6,.167,.412,0.2,0.6,.333,0.2,0.8,1.0,0.3,0.2,0.2,0.1,0.1,1.6
539,Obi Toppin\toppiob01,PF,23,NYK,69,7,16.1,3.1,5.9,.522,0.6,2.1,.268,2.6,3.9,.657,.568,1.2,1.6,.761,0.9,2.7,3.6,1.0,0.3,0.4,0.8,1.4,8.0
540,Juan Toscano-Anderson\toscaju01,SF,28,GSW,71,6,13.6,1.6,3.3,.485,0.4,1.2,.306,1.2,2.1,.589,.541,0.6,1.0,.571,0.4,2.0,2.4,1.7,0.7,0.2,0.9,1.6,4.1
541,Karl-Anthony Towns\townska01,C,26,MIN,72,72,33.4,8.7,16.3,.533,2.0,4.9,.410,6.7,11.4,.586,.595,5.2,6.3,.825,2.6,7.2,9.8,3.6,1.0,1.1,3.1,3.6,24.6
542,Gary Trent Jr.\trentga02,SG,23,TOR,66,65,34.9,6.3,15.4,.410,3.0,7.9,.380,3.3,7.5,.442,.507,2.5,3.0,.848,0.4,2.4,2.7,2.0,1.8,0.3,1.1,2.1,18.1
543,P.J. Tucker\tuckepj01,PF,36,MIA,70,69,28.0,2.9,6.0,.485,1.1,2.7,.416,1.8,3.3,.541,.578,0.6,0.9,.738,1.4,4.0,5.4,2.1,0.8,0.2,0.9,2.3,7.6
544,Rayjon Tucker\tuckera01,SG,24,DEN,3,0,9.7,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,,.750,1.0,1.3,.750,0.3,1.0,1.3,1.3,0.3,0.0,0.0,1.0,2.0
545,Myles Turner\turnemy01,C,25,IND,42,42,29.4,4.8,9.4,.509,1.5,4.4,.333,3.3,5.0,.662,.587,1.9,2.5,.752,1.5,5.5,7.1,1.0,0.7,2.8,1.3,2.8,12.9
546,Jonas Valančiūnas\valanjo01,C,29,NOP,72,72,30.7,7.0,12.8,.543,0.8,2.2,.361,6.2,10.6,.581,.574,3.2,3.9,.816,3.1,8.5,11.6,2.6,0.6,0.8,2.4,3.3,17.9
547,Denzel Valentine\valende01,SG,28,TOT,24,0,9.3,1.0,2.8,.379,0.8,2.0,.404,0.3,0.8,.316,.523,0.0,0.0,,0.4,1.4,1.8,0.5,0.3,0.0,0.5,0.8,2.9
547,Denzel Valentine\valende01,SG,28,CLE,22,0,9.3,1.0,2.8,.371,0.8,2.0,.409,0.2,0.8,.278,.516,0.0,0.0,,0.4,1.3,1.7,0.5,0.3,0.0,0.5,0.8,2.9
547,Denzel Valentine\valende01,SG,28,UTA,2,0,9.0,1.0,2.0,.500,0.5,1.5,.333,0.5,0.5,1.000,.625,0.0,0.0,,0.0,2.0,2.0,0.0,0.5,0.0,1.0,1.5,2.5
548,Jarred Vanderbilt\vandeja01,PF,22,MIN,71,64,25.5,2.9,5.0,.586,0.0,0.2,.154,2.9,4.8,.603,.589,1.2,1.8,.656,2.9,5.6,8.5,1.3,1.3,0.6,1.0,2.4,7.0
549,Fred VanVleet\vanvlfr01,PG,27,TOR,64,64,37.9,6.8,16.8,.407,3.8,9.8,.381,3.1,7.0,.444,.519,3.0,3.4,.877,0.7,3.8,4.5,6.6,1.7,0.5,2.6,2.5,20.4
550,Devin Vassell\vassede01,SF,21,SAS,68,29,27.1,4.5,10.7,.426,1.9,5.3,.352,2.7,5.4,.499,.513,1.1,1.3,.824,0.6,3.7,4.3,1.9,1.1,0.6,0.8,2.1,12.0
551,Gabe Vincent\vincega01,PG,25,MIA,65,26,23.6,3.2,7.6,.416,1.8,4.8,.367,1.4,2.9,.500,.531,0.7,0.8,.815,0.3,1.5,1.9,3.1,0.9,0.2,1.5,2.3,8.8
552,Nikola Vučević\vucevni01,C,31,CHI,70,70,33.5,7.7,15.9,.480,1.5,4.6,.318,6.2,11.4,.546,.526,1.3,1.7,.752,2.0,9.2,11.2,3.3,1.0,1.0,1.8,2.5,18.0
553,Dean Wade\wadede01,PF,25,CLE,51,28,19.2,1.9,4.3,.456,1.0,2.8,.359,0.9,1.5,.640,.574,0.4,0.6,.667,0.6,2.3,2.9,1.0,0.6,0.1,0.3,1.7,5.3
554,Franz Wagner\wagnefr01,SF,20,ORL,78,78,31.1,5.8,12.5,.468,1.2,3.4,.357,4.6,9.0,.510,.517,2.4,2.8,.863,1.1,3.5,4.6,2.9,0.9,0.4,1.5,2.1,15.3
555,Moritz Wagner\wagnemo01,C,24,ORL,60,1,14.7,3.0,6.1,.490,1.0,3.1,.319,2.0,3.0,.665,.571,1.7,2.1,.805,0.7,2.9,3.6,1.3,0.3,0.2,0.9,1.9,8.6
556,Ish Wainright\wainris01,PF,27,PHO,42,0,7.2,0.6,1.8,.360,0.3,1.0,.279,0.4,0.8,.469,.440,0.2,0.3,.583,0.5,0.6,1.0,0.3,0.3,0.1,0.3,1.0,1.7
557,Kemba Walker\walkeke02,PG,31,NYK,37,37,25.6,4.0,10.0,.403,2.0,5.4,.367,2.1,4.6,.444,.501,1.6,1.9,.845,0.4,2.6,3.0,3.5,0.7,0.2,1.3,1.0,11.6
558,Lonnie Walker IV\walkelo01,SG,23,SAS,68,6,23.0,4.4,10.9,.406,1.6,5.0,.313,2.9,5.9,.486,.478,1.6,2.1,.775,0.3,2.3,2.5,2.2,0.6,0.3,1.0,1.4,12.0
559,M.J. Walker\walkemj01,SG,23,PHO,2,0,4.0,0.0,2.0,.000,0.0,1.0,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.0
560,Tyrone Wallace\wallaty01,SG,27,NOP,6,0,12.5,1.2,3.3,.350,0.3,1.3,.250,0.8,2.0,.417,.400,0.2,0.8,.200,0.0,1.3,1.3,0.2,0.5,0.2,0.3,1.2,2.8
561,Derrick Walton\waltode01,PG,26,DET,3,3,36.0,2.0,8.7,.231,1.0,4.3,.231,1.0,4.3,.231,.288,1.3,1.3,1.000,0.7,2.7,3.3,7.0,2.3,1.3,3.7,2.7,6.3
562,Brad Wanamaker\wanambr01,PG,32,TOT,23,2,13.9,1.2,3.3,.364,0.2,0.7,.235,1.0,2.6,.400,.390,1.0,1.1,.920,0.3,1.4,1.7,2.4,0.3,0.3,1.0,2.0,3.6
562,Brad Wanamaker\wanambr01,PG,32,IND,22,1,13.3,1.2,3.3,.361,0.2,0.8,.235,1.0,2.5,.400,.389,0.9,1.0,.909,0.3,1.3,1.6,2.2,0.2,0.3,1.0,1.9,3.5
562,Brad Wanamaker\wanambr01,PG,32,WAS,1,1,27.0,2.0,5.0,.400,0.0,0.0,,2.0,5.0,.400,.400,3.0,3.0,1.000,0.0,4.0,4.0,7.0,2.0,0.0,0.0,3.0,7.0
563,Duane Washington Jr.\washidu02,PG,21,IND,45,7,20.0,3.5,8.8,.395,1.6,4.4,.362,1.9,4.4,.429,.486,1.0,1.3,.772,0.1,1.7,1.8,1.8,0.5,0.1,1.2,1.4,9.5
564,P.J. Washington\washipj01,PF,23,CHO,61,24,27.0,3.8,8.3,.463,1.8,4.8,.367,2.1,3.5,.597,.570,0.9,1.2,.716,1.3,4.0,5.3,2.2,0.9,0.9,1.2,2.3,10.3
565,Yuta Watanabe\watanyu01,SF,27,TOR,36,4,11.7,1.5,3.6,.412,0.8,2.1,.360,0.8,1.6,.482,.515,0.6,1.0,.568,0.5,1.9,2.4,0.5,0.2,0.4,0.5,1.1,4.3
566,Lindy Waters III\waterli01,SG,24,OKC,23,1,18.9,2.9,7.0,.407,2.1,5.9,.353,0.8,1.1,.692,.556,0.0,0.0,1.000,0.2,2.7,3.0,1.0,0.8,0.3,0.5,1.3,7.9
567,Tremont Waters\watertr01,PG,24,TOT,3,0,16.7,1.3,4.7,.286,0.7,3.0,.222,0.7,1.7,.400,.357,0.0,0.0,,0.0,1.3,1.3,2.3,1.7,0.0,1.3,1.3,3.3
567,Tremont Waters\watertr01,PG,24,TOR,2,0,21.0,1.5,6.0,.250,1.0,4.5,.222,0.5,1.5,.333,.333,0.0,0.0,,0.0,2.0,2.0,3.5,2.0,0.0,2.0,1.0,4.0
567,Tremont Waters\watertr01,PG,24,WAS,1,0,8.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
568,Trendon Watford\watfotr01,SF,21,POR,48,10,18.1,3.0,5.6,.532,0.2,0.8,.237,2.8,4.8,.581,.549,1.5,2.0,.755,1.2,3.0,4.1,1.7,0.5,0.6,0.9,2.4,7.6
569,Paul Watson\watsopa01,SF,27,OKC,9,3,17.3,1.3,3.9,.343,0.7,2.9,.231,0.7,1.0,.667,.429,0.1,0.2,.500,0.3,2.7,3.0,0.9,0.3,0.3,0.4,1.1,3.4
570,Quinndary Weatherspoon\weathqu01,SG,25,GSW,10,0,6.9,1.2,2.1,.571,0.1,0.5,.200,1.1,1.6,.688,.595,0.5,0.5,1.000,0.2,1.2,1.4,0.4,0.1,0.1,0.3,1.5,3.0
571,Russell Westbrook\westbru01,PG,33,LAL,77,77,34.3,7.0,15.8,.444,1.0,3.4,.294,6.0,12.4,.485,.475,3.4,5.1,.665,1.4,6.1,7.5,7.1,1.0,0.3,3.8,3.0,18.4
572,Coby White\whiteco01,PG,21,CHI,58,16,27.3,4.6,10.6,.432,2.2,5.8,.374,2.4,4.8,.502,.534,1.3,1.5,.862,0.3,2.7,3.0,2.9,0.4,0.2,1.1,2.2,12.6
573,Derrick White\whitede01,SG,27,TOT,72,51,29.4,4.5,10.8,.419,1.5,4.9,.306,3.0,5.8,.514,.489,2.8,3.2,.872,0.5,2.9,3.5,5.0,0.9,0.8,1.6,2.3,13.3
573,Derrick White\whitede01,SG,27,SAS,49,48,30.3,5.0,11.6,.426,1.7,5.3,.314,3.3,6.4,.519,.497,2.8,3.3,.869,0.5,3.0,3.5,5.6,1.0,0.9,1.8,2.4,14.4
573,Derrick White\whitede01,SG,27,BOS,23,3,27.5,3.5,8.9,.397,1.2,4.3,.286,2.3,4.6,.500,.466,2.6,2.9,.881,0.5,2.8,3.3,3.6,0.7,0.7,1.2,2.3,10.8
574,Hassan Whiteside\whiteha01,C,32,UTA,61,8,18.0,3.2,5.0,.648,0.0,0.0,,3.2,5.0,.648,.648,1.5,2.4,.624,2.4,5.1,7.5,0.4,0.4,1.5,0.8,2.8,8.0
575,Joe Wieskamp\wieskjo01,SG,22,SAS,25,0,6.5,0.8,2.0,.380,0.5,1.5,.342,0.2,0.5,.500,.510,0.2,0.4,.556,0.2,0.2,0.4,0.3,0.2,0.1,0.1,0.4,2.2
