Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
303,Braxton Key\keybr01,SF,24,PHI,2,0,3.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.5,1.0
303,Braxton Key\keybr01,SF,24,DET,6,0,21.7,3.3,8.5,.392,0.7,2.0,.333,2.7,6.5,.410,.431,0.3,0.8,.400,1.5,4.3,5.8,0.7,1.2,1.3,0.8,3.3,7.7
304,George King\kingge03,SF,28,DAL,4,0,4.8,0.0,1.3,.000,0.0,1.0,.000,0.0,0.3,.000,.000,0.3,0.5,.500,0.0,1.3,1.3,0.0,0.0,0.0,0.3,1.0,0.3
305,Louis King\kinglo02,SF,22,SAC,10,0,10.4,1.5,4.7,.319,0.8,2.7,.296,0.7,2.0,.350,.404,0.7,1.0,.700,0.0,1.2,1.2,0.9,0.2,0.1,0.0,1.4,4.5
306,Corey Kispert\kispeco01,SF,22,WAS,73,32,23.1,2.9,6.5,.450,1.4,4.0,.344,1.5,2.5,.621,.556,0.7,0.8,.867,0.7,1.9,2.6,1.1,0.4,0.3,0.6,1.2,8.0
307,Maxi Kleber\klebima01,PF,30,DAL,59,21,24.6,2.4,6.0,.398,1.4,4.3,.325,1.0,1.7,.586,.516,0.8,1.1,.708,1.2,4.7,5.9,1.2,0.5,1.0,0.8,2.3,7.0
308,Brandon Knight\knighbr03,PG,30,DAL,5,0,13.0,2.0,5.0,.400,0.8,3.4,.235,1.2,1.6,.750,.480,1.6,1.6,1.000,0.0,1.6,1.6,1.6,0.2,0.0,0.8,1.0,6.4
309,Nathan Knight\knighna01,PF,24,MIN,36,2,7.0,1.1,2.1,.500,0.1,0.3,.300,1.0,1.8,.530,.520,1.2,1.6,.737,0.8,1.3,2.1,0.5,0.2,0.2,0.5,1.1,3.4
310,Kevin Knox\knoxke01,SF,22,TOT,28,0,7.8,1.1,2.9,.378,0.5,1.8,.294,0.6,1.1,.516,.470,0.5,0.7,.750,0.5,1.0,1.5,0.4,0.1,0.1,0.3,0.6,3.3
310,Kevin Knox\knoxke01,SF,22,NYK,13,0,8.5,1.2,3.1,.375,0.8,2.2,.357,0.4,0.9,.417,.500,0.5,0.8,.700,0.6,1.1,1.7,0.2,0.2,0.1,0.4,0.4,3.6
310,Kevin Knox\knoxke01,SF,22,ATL,15,0,7.2,1.1,2.8,.381,0.3,1.5,.217,0.7,1.3,.579,.440,0.5,0.7,.800,0.3,1.0,1.3,0.5,0.1,0.1,0.1,0.9,3.0
311,John Konchar\konchjo01,SG,25,MEM,68,6,17.8,1.8,3.6,.512,0.7,1.7,.415,1.1,1.9,.603,.613,0.4,0.6,.568,1.1,3.4,4.5,1.4,0.6,0.3,0.4,1.2,4.8
312,Furkan Korkmaz\korkmfu01,SG,24,PHI,64,19,21.5,2.8,7.2,.392,1.2,4.0,.293,1.6,3.1,.520,.475,1.0,1.3,.800,0.3,2.4,2.7,1.9,0.5,0.1,0.7,0.9,7.8
313,Luke Kornet\kornelu01,C,26,TOT,12,0,5.7,0.7,1.6,.421,0.0,0.3,.000,0.7,1.3,.500,.421,0.2,0.3,.500,0.7,0.8,1.5,0.3,0.2,0.2,0.0,0.4,1.5
313,Luke Kornet\kornelu01,C,26,CLE,2,0,7.5,0.5,2.5,.200,0.0,0.5,.000,0.5,2.0,.250,.200,1.0,1.5,.667,1.0,0.5,1.5,0.5,0.0,0.5,0.0,0.5,2.0
313,Luke Kornet\kornelu01,C,26,MIL,1,0,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
313,Luke Kornet\kornelu01,C,26,BOS,9,0,5.6,0.8,1.4,.538,0.0,0.2,.000,0.8,1.2,.636,.538,0.0,0.1,.000,0.6,1.0,1.6,0.3,0.2,0.1,0.0,0.3,1.6
314,Vit Krejci\krejcvi01,SG,21,OKC,26,4,21.2,1.9,4.8,.403,1.1,3.0,.359,0.8,1.8,.478,.516,0.7,0.8,.850,0.6,2.5,3.1,1.8,0.5,0.2,0.9,2.0,5.6
315,Arnoldas Kulboka\kulboar01,SF,24,CHO,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,Jonathan Kuminga\kuminjo01,SF,19,GSW,67,12,16.8,3.3,6.5,.505,0.7,2.1,.315,2.6,4.4,.597,.556,1.8,2.7,.676,0.8,2.5,3.3,0.9,0.4,0.3,1.1,2.0,9.1
317,Kyle Kuzma\kuzmaky01,PF,26,WAS,66,66,33.4,6.4,14.2,.452,1.9,5.7,.341,4.5,8.5,.526,.520,2.4,3.3,.712,1.1,7.4,8.5,3.5,0.6,0.9,2.6,1.9,17.1
318,Anthony Lamb\lamban01,SF,24,SAS,2,0,4.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0
319,Jeremy Lamb\lambje01,SF-SG,29,TOT,53,0,16.4,2.3,6.2,.379,1.0,3.0,.321,1.4,3.2,.435,.457,1.6,1.9,.833,0.5,2.2,2.7,1.4,0.5,0.4,0.6,1.0,7.2
319,Jeremy Lamb\lambje01,SF,29,IND,39,0,15.7,2.2,5.8,.373,1.0,3.0,.333,1.2,2.8,.414,.458,1.7,2.1,.838,0.4,2.0,2.4,1.3,0.6,0.4,0.6,1.1,7.1
319,Jeremy Lamb\lambje01,SG,29,SAC,14,0,18.4,2.8,7.1,.394,0.9,3.0,.286,1.9,4.1,.474,.455,1.3,1.6,.818,0.7,2.9,3.6,1.5,0.4,0.5,0.6,0.8,7.7
320,Jock Landale\landajo01,C,26,SAS,52,1,10.7,1.9,3.7,.513,0.5,1.6,.337,1.4,2.1,.645,.585,0.6,0.7,.838,1.2,1.3,2.4,0.8,0.2,0.3,0.6,1.0,4.9
321,Romeo Langford\langfro01,SG,22,TOT,46,5,16.3,1.8,4.1,.434,0.6,1.8,.341,1.2,2.3,.510,.511,0.5,0.8,.553,0.7,1.7,2.3,0.4,0.5,0.3,0.3,1.0,4.7
321,Romeo Langford\langfro01,SG,22,BOS,44,5,16.5,1.8,4.2,.429,0.7,1.9,.349,1.1,2.3,.495,.508,0.5,0.8,.588,0.7,1.7,2.4,0.4,0.5,0.4,0.4,1.0,4.7
321,Romeo Langford\langfro01,SG,22,SAS,2,0,10.5,1.5,2.5,.600,0.0,1.0,.000,1.5,1.5,1.000,.600,0.5,2.0,.250,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,3.5
322,Zach LaVine\lavinza01,SF,26,CHI,65,65,34.9,8.5,17.9,.477,2.8,7.2,.393,5.7,10.7,.533,.556,4.8,5.7,.851,0.3,4.3,4.6,4.5,0.6,0.3,2.6,1.8,24.7
323,Jake Layman\laymaja01,SF,27,MIN,33,1,6.5,0.8,2.1,.386,0.2,1.0,.206,0.6,1.1,.556,.436,0.3,0.4,.714,0.2,0.8,1.0,0.3,0.2,0.2,0.3,0.4,2.2
324,Damion Lee\leeda03,SG,29,GSW,60,4,20.1,2.7,6.2,.442,1.0,3.1,.337,1.7,3.1,.546,.526,1.0,1.2,.873,0.4,2.8,3.2,1.0,0.6,0.1,0.6,1.6,7.5
325,Saben Lee\leesa01,PG,22,DET,35,0,15.8,1.8,4.7,.380,0.4,1.7,.237,1.4,3.1,.458,.422,1.3,1.7,.793,0.4,1.9,2.3,2.7,0.9,0.3,0.8,1.1,5.3
326,Alex Len\lenal01,C,28,SAC,39,10,15.9,2.4,4.5,.534,0.2,0.5,.286,2.3,4.0,.568,.551,1.1,1.6,.651,1.3,2.8,4.1,1.2,0.3,0.6,1.1,2.6,6.0
327,Caris LeVert\leverca01,SG,27,TOT,55,46,30.7,6.7,15.1,.444,1.5,4.5,.329,5.2,10.5,.493,.493,2.5,3.3,.754,0.8,3.0,3.7,4.3,0.9,0.4,1.9,2.2,17.3
327,Caris LeVert\leverca01,SG,27,IND,39,39,31.1,7.1,15.9,.447,1.6,4.8,.323,5.6,11.1,.501,.496,2.8,3.7,.760,0.8,3.1,3.8,4.4,0.9,0.5,1.9,2.3,18.7
327,Caris LeVert\leverca01,SG,27,CLE,16,7,29.6,5.6,12.9,.435,1.3,3.8,.350,4.3,9.2,.469,.486,1.5,2.1,.727,0.8,2.8,3.5,3.8,0.9,0.3,1.8,1.9,14.1
328,Kira Lewis Jr.\lewiski01,PG,20,NOP,24,0,14.2,2.5,6.1,.404,0.5,2.4,.224,1.9,3.7,.523,.449,0.4,0.5,.833,0.4,1.3,1.6,2.0,0.5,0.0,1.1,0.7,5.9
329,Scottie Lewis\lewissc01,SG,21,CHO,2,0,3.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.5,1.0,.500,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5
330,Damian Lillard\lillada01,PG,31,POR,29,29,36.4,7.7,19.0,.402,3.2,9.8,.324,4.5,9.2,.485,.486,5.5,6.2,.878,0.4,3.7,4.1,7.3,0.6,0.4,2.9,1.3,24.0
331,Nassir Little\littlna01,SF,21,POR,42,23,25.9,3.5,7.5,.460,1.2,3.7,.331,2.2,3.8,.584,.541,1.6,2.2,.734,1.4,4.2,5.6,1.3,0.6,0.9,1.0,2.0,9.8
332,Isaiah Livers\liveris01,SF,23,DET,16,2,19.7,2.1,4.9,.436,1.5,3.6,.414,0.6,1.3,.500,.590,0.5,0.6,.800,0.8,2.3,3.1,1.2,0.6,0.4,0.8,2.0,6.3
333,Kevon Looney\looneke01,C,25,GSW,79,77,21.4,2.5,4.5,.569,0.0,0.0,.000,2.5,4.5,.571,.569,0.9,1.6,.600,2.6,4.8,7.3,2.0,0.6,0.7,0.8,2.7,6.0
334,Brook Lopez\lopezbr01,C,33,MIL,10,8,22.4,3.8,9.0,.422,1.4,4.1,.341,2.4,4.9,.490,.500,1.1,1.4,.786,1.3,2.2,3.5,0.6,0.6,1.0,1.0,3.0,10.1
335,Robin Lopez\lopezro01,C,33,ORL,33,9,17.0,3.2,5.6,.562,0.1,0.2,.400,3.1,5.5,.567,.568,0.8,1.5,.571,1.9,1.5,3.5,1.5,0.1,0.5,1.3,1.8,7.2
336,Didi Louzada\louzama01,SG-SF,22,TOT,5,0,9.8,0.8,2.8,.286,0.6,2.2,.273,0.2,0.6,.333,.393,0.0,0.0,,0.8,0.4,1.2,0.6,0.2,0.2,0.2,0.8,2.2
336,Didi Louzada\louzama01,SF,22,NOP,2,0,3.5,0.0,1.5,.000,0.0,1.5,.000,0.0,0.0,,.000,0.0,0.0,,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0
336,Didi Louzada\louzama01,SG,22,POR,3,0,14.0,1.3,3.7,.364,1.0,2.7,.375,0.3,1.0,.333,.500,0.0,0.0,,0.7,0.7,1.3,0.7,0.3,0.3,0.3,1.3,3.7
337,Kevin Love\loveke01,PF,33,CLE,71,4,22.6,4.3,10.2,.423,2.5,6.4,.384,1.9,3.8,.489,.543,2.3,2.7,.842,1.1,6.0,7.1,2.2,0.4,0.2,1.3,1.4,13.4
338,Kyle Lowry\lowryky01,PG,35,MIA,62,62,33.9,4.3,10.0,.436,2.3,6.1,.375,2.0,3.8,.534,.551,2.4,2.8,.855,0.5,4.0,4.5,7.6,1.0,0.3,2.7,2.8,13.4
339,Timothé Luwawu-Cabarrot\luwawti01,SF,26,ATL,49,17,13.1,1.4,3.6,.399,0.9,2.4,.371,0.6,1.3,.452,.520,0.7,0.8,.875,0.3,1.3,1.6,0.8,0.4,0.1,0.4,1.4,4.5
340,Trey Lyles\lylestr01,PF,26,TOT,72,20,20.5,3.5,7.5,.464,0.9,2.8,.324,2.5,4.6,.550,.525,2.6,3.3,.805,1.2,3.8,5.0,1.2,0.4,0.4,1.0,1.7,10.5
340,Trey Lyles\lylestr01,PF,26,DET,51,3,19.4,3.4,7.5,.456,0.9,2.9,.301,2.6,4.7,.550,.513,2.7,3.5,.784,1.2,3.6,4.8,1.1,0.4,0.5,1.1,1.8,10.4
340,Trey Lyles\lylestr01,PF,26,SAC,21,17,23.3,3.5,7.3,.484,1.0,2.8,.379,2.5,4.5,.547,.556,2.5,2.9,.867,1.3,4.3,5.6,1.4,0.2,0.3,0.8,1.3,10.6
341,Théo Maledon\maledth01,PG,20,OKC,51,7,17.8,2.3,6.2,.375,0.9,2.9,.293,1.5,3.3,.449,.445,1.5,2.0,.790,0.4,2.2,2.6,2.2,0.6,0.2,1.3,1.3,7.1
342,Sandro Mamukelashvili\mamuksa01,PF,22,MIL,38,2,9.3,1.2,2.5,.479,0.5,1.2,.422,0.7,1.3,.531,.580,0.3,0.4,.750,0.8,1.0,1.8,0.5,0.2,0.2,0.3,0.7,3.2
343,Terance Mann\mannte01,SF,25,LAC,78,32,28.9,4.2,8.6,.485,0.9,2.6,.361,3.2,6.0,.538,.540,1.6,2.0,.780,1.3,4.0,5.3,2.6,0.7,0.2,1.0,2.2,10.9
344,Tre Mann\manntr01,PG,20,OKC,60,26,22.8,3.9,9.8,.393,1.6,4.5,.360,2.2,5.3,.421,.476,1.1,1.4,.793,0.4,2.4,2.9,1.5,0.8,0.2,1.2,1.7,10.4
345,Boban Marjanović\marjabo01,C,33,DAL,21,0,5.1,1.8,2.9,.607,0.0,0.1,.333,1.7,2.8,.621,.615,0.5,1.0,.550,0.3,1.1,1.5,0.1,0.0,0.1,0.5,1.0,4.1
346,Lauri Markkanen\markkla01,PF,24,CLE,58,58,31.0,5.0,11.4,.440,2.1,6.1,.348,2.9,5.3,.546,.533,2.2,2.6,.860,1.0,4.7,5.7,1.4,0.8,0.5,0.9,2.1,14.4
347,Naji Marshall\marshna01,SF,24,NOP,51,3,13.0,1.9,4.8,.404,0.4,1.9,.212,1.5,2.9,.534,.447,1.3,1.7,.788,0.7,1.9,2.6,1.0,0.6,0.1,0.7,1.2,5.6
348,Caleb Martin\martica02,SF,26,MIA,58,11,22.7,3.5,6.8,.509,1.0,2.6,.405,2.4,4.3,.571,.585,1.2,1.6,.767,1.2,2.6,3.8,1.1,1.0,0.5,0.8,1.7,9.2
349,Cody Martin\martico01,SF,26,CHO,67,11,26.3,2.9,6.0,.474,0.9,2.3,.384,2.0,3.8,.528,.546,1.1,1.6,.692,1.1,2.9,4.0,2.5,1.2,0.4,0.9,1.7,7.7
350,Kelan Martin\martike03,SF,26,TOT,30,1,15.0,2.3,5.7,.409,0.7,2.5,.293,1.6,3.2,.500,.474,0.3,0.4,.692,0.6,1.3,1.8,0.7,0.4,0.3,0.5,1.2,5.7
350,Kelan Martin\martike03,SF,26,IND,27,1,16.4,2.6,6.2,.417,0.8,2.7,.297,1.8,3.5,.511,.482,0.3,0.5,.692,0.6,1.4,2.0,0.8,0.5,0.3,0.5,1.3,6.3
350,Kelan Martin\martike03,SF,26,BOS,3,0,2.0,0.0,1.0,.000,0.0,0.3,.000,0.0,0.7,.000,.000,0.0,0.0,,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0
351,Kenyon Martin Jr.\martike04,SF,21,HOU,76,2,21.0,3.6,6.6,.538,0.8,2.1,.372,2.8,4.6,.613,.596,1.0,1.6,.633,1.0,2.8,3.8,1.3,0.4,0.5,0.8,1.4,8.9
352,Garrison Mathews\mathega01,SG,25,HOU,62,30,26.3,2.9,7.2,.399,2.2,6.0,.361,0.7,1.2,.589,.550,2.2,2.7,.799,0.5,2.3,2.8,1.0,0.9,0.4,0.6,2.6,10.0
353,Dakota Mathias\mathida01,SG,26,MEM,6,0,2.7,0.3,1.0,.333,0.3,1.0,.333,0.0,0.0,,.500,0.0,0.0,,0.0,0.3,0.3,0.2,0.2,0.0,0.0,0.2,1.0
354,Wesley Matthews\matthwe02,SG,35,MIL,46,11,20.2,1.7,4.5,.379,1.1,3.2,.331,0.6,1.3,.500,.498,0.4,0.5,.739,0.6,1.3,1.9,0.7,0.5,0.2,0.4,1.8,4.8
355,Tyrese Maxey\maxeyty01,PG,21,PHI,71,70,35.5,6.4,13.3,.479,1.7,4.0,.417,4.7,9.3,.505,.541,2.8,3.2,.860,0.4,2.9,3.3,4.3,0.7,0.4,1.1,2.1,17.1
356,Skylar Mays\mayssk01,SG,24,ATL,26,5,8.3,1.2,2.5,.500,0.3,1.0,.320,0.9,1.5,.615,.563,0.3,0.3,.889,0.2,0.8,1.0,0.7,0.3,0.0,0.4,0.3,3.1
357,Miles McBride\mcbrimi01,PG,21,NYK,38,2,9.1,0.8,2.6,.303,0.4,1.6,.246,0.4,1.0,.395,.379,0.2,0.3,.667,0.1,0.9,1.1,1.1,0.3,0.0,0.1,1.2,2.2
358,Mac McClung\mccluma01,PG,23,CHI,1,0,3.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
359,CJ McCollum\mccolcj01,SG,30,TOT,58,58,35.4,8.8,19.1,.462,3.0,7.7,.390,5.8,11.4,.510,.540,1.9,2.7,.704,0.9,3.6,4.5,5.1,1.1,0.4,2.1,2.0,22.6
359,CJ McCollum\mccolcj01,SG,30,POR,36,36,35.2,8.1,18.5,.436,3.1,8.0,.384,5.0,10.4,.476,.520,1.3,1.9,.706,0.9,3.3,4.3,4.5,1.0,0.6,1.9,2.1,20.5
359,CJ McCollum\mccolcj01,SG,30,NOP,22,22,35.6,10.0,20.1,.500,2.9,7.1,.401,7.2,13.0,.554,.571,2.9,4.1,.703,0.8,4.0,4.8,6.1,1.2,0.0,2.3,1.7,25.9
360,T.J. McConnell\mccontj01,PG,29,IND,24,6,24.2,3.8,7.5,.503,0.3,1.0,.280,3.5,6.5,.538,.522,0.5,0.6,.800,0.8,2.5,3.3,4.8,1.0,0.4,1.2,1.8,8.4
361,Jaden McDaniels\mcdanja02,PF,21,MIN,67,31,26.1,3.7,8.1,.459,1.1,3.7,.313,2.6,4.4,.582,.531,0.8,1.0,.800,1.1,3.1,4.3,1.1,0.8,0.8,1.1,3.3,9.4
362,Jalen McDaniels\mcdanja01,SF,24,CHO,51,2,16.1,2.1,4.5,.465,0.7,1.9,.357,1.4,2.5,.546,.542,1.0,1.3,.721,0.7,2.4,3.0,1.0,0.4,0.4,0.7,1.7,5.8
363,Doug McDermott\mcderdo01,PF,30,SAS,51,51,24.0,4.2,9.1,.462,2.1,5.0,.422,2.1,4.1,.512,.578,0.8,1.0,.784,0.4,1.9,2.3,1.3,0.3,0.1,0.8,1.5,11.3
364,JaVale McGee\mcgeeja01,C,34,PHO,70,15,15.7,3.9,6.2,.636,0.0,0.1,.250,3.9,6.0,.643,.638,1.4,2.0,.715,2.2,4.5,6.6,0.6,0.3,1.1,1.3,2.5,9.3
365,Cameron McGriff\mcgrica01,SF,24,POR,3,0,15.3,1.7,4.7,.357,0.7,2.0,.333,1.0,2.7,.375,.429,0.7,0.7,1.000,2.0,3.0,5.0,1.0,0.0,0.3,0.0,2.3,4.7
366,Rodney McGruder\mcgruro01,SG,30,DET,49,2,14.4,1.8,4.2,.420,1.1,2.8,.391,0.7,1.4,.478,.551,0.3,0.4,.700,0.6,1.5,2.1,0.9,0.4,0.1,0.4,1.1,4.9
367,Alfonzo McKinnie\mckinal01,SF,29,CHI,17,3,12.1,1.4,3.6,.393,0.5,1.6,.333,0.9,2.0,.441,.467,0.1,0.5,.250,0.8,1.2,1.9,0.3,0.1,0.2,0.4,1.5,3.5
368,JaQuori McLaughlin\mclauja01,PG,24,DAL,4,0,2.8,0.0,0.5,.000,0.0,0.3,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3,0.0
369,Jordan McLaughlin\mclaujo01,PG,25,MIN,59,3,14.2,1.4,3.2,.435,0.4,1.4,.313,1.0,1.9,.523,.500,0.5,0.6,.730,0.4,1.1,1.5,2.9,0.9,0.1,0.6,0.8,3.7
370,Ben McLemore\mclembe01,SG,28,POR,60,6,19.7,3.3,8.4,.393,2.3,6.5,.358,1.0,1.9,.513,.532,1.1,1.3,.835,0.2,1.4,1.6,0.9,0.5,0.2,0.8,1.6,10.0
371,De'Anthony Melton\meltode01,SG,23,MEM,69,14,22.6,3.9,9.5,.405,1.9,5.1,.375,2.0,4.4,.440,.505,1.2,1.6,.741,0.9,3.6,4.5,2.6,1.5,0.5,1.5,1.7,10.8
372,Sam Merrill\merrisa01,SG,25,MEM,6,0,9.7,1.3,4.0,.333,1.2,3.8,.304,0.2,0.2,1.000,.479,0.3,0.7,.500,0.2,1.0,1.2,0.7,0.0,0.0,0.3,0.5,4.2
373,Chimezie Metu\metuch01,C,24,SAC,57,20,21.1,3.4,7.5,.449,0.9,3.1,.302,2.4,4.4,.554,.512,1.2,1.5,.782,0.6,4.9,5.5,1.0,0.8,0.5,1.0,1.5,8.9
374,Khris Middleton\middlkh01,SF,30,MIL,63,63,32.5,6.8,15.4,.441,2.4,6.5,.374,4.4,9.0,.489,.520,4.1,4.6,.890,0.7,4.8,5.4,5.4,1.1,0.3,2.9,2.4,20.1
375,C.J. Miles\milescj01,SG,34,BOS,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
376,Patty Mills\millspa02,PG,33,BRK,77,47,29.1,4.1,10.0,.406,2.8,7.1,.398,1.2,2.9,.427,.547,0.6,0.7,.821,0.2,1.7,2.0,2.3,0.6,0.2,0.9,1.4,11.5
377,Paul Millsap\millspa01,PF,36,TOT,33,1,11.4,1.4,3.5,.391,0.2,1.1,.229,1.1,2.4,.463,.426,0.5,0.7,.708,1.2,2.2,3.5,0.9,0.3,0.4,0.6,2.0,3.5
377,Paul Millsap\millspa01,PF,36,BRK,24,0,11.3,1.3,3.5,.376,0.3,1.1,.222,1.1,2.4,.448,.412,0.5,0.7,.706,1.2,2.5,3.7,1.0,0.2,0.5,0.5,2.0,3.4
377,Paul Millsap\millspa01,PF,36,PHI,9,1,11.8,1.4,3.3,.433,0.2,0.9,.250,1.2,2.4,.500,.467,0.6,0.8,.714,1.3,1.4,2.8,0.6,0.6,0.2,0.9,2.1,3.7
378,Shake Milton\miltosh01,PG,25,PHI,51,6,21.3,3.0,7.2,.418,0.7,2.4,.303,2.3,4.8,.475,.469,1.1,1.3,.818,0.5,2.1,2.6,2.5,0.5,0.3,0.8,1.8,7.8
379,Davion Mitchell\mitchda01,PG,23,SAC,72,16,27.2,4.6,11.1,.415,1.4,4.3,.317,3.2,6.8,.477,.477,0.6,1.0,.630,0.5,1.8,2.2,3.8,0.8,0.3,1.5,1.9,11.2
380,Donovan Mitchell\mitchdo01,SG,25,UTA,65,65,33.7,9.3,20.5,.454,3.5,9.9,.359,5.8,10.6,.542,.540,4.0,4.6,.851,0.8,3.3,4.1,5.4,1.5,0.2,3.0,2.5,26.1
381,Evan Mobley\mobleev01,PF,20,CLE,67,67,33.9,6.1,12.0,.506,0.3,1.4,.253,5.7,10.7,.538,.520,2.4,3.6,.664,2.0,6.2,8.3,2.5,0.8,1.6,2.0,2.2,14.9
382,Malik Monk\monkma01,SG,23,LAL,72,33,28.0,5.0,10.6,.473,2.2,5.7,.391,2.8,4.9,.568,.578,1.1,1.4,.779,0.5,2.8,3.3,2.8,0.8,0.4,1.5,1.8,13.4
383,Greg Monroe\monrogr01,C,31,TOT,12,0,14.3,2.2,3.9,.553,0.0,0.0,,2.2,3.9,.553,.553,0.9,1.8,.524,2.3,2.6,4.8,1.4,0.5,0.7,0.8,1.8,5.3
383,Greg Monroe\monrogr01,C,31,MIN,3,0,21.0,3.0,4.7,.643,0.0,0.0,,3.0,4.7,.643,.643,0.7,1.7,.400,1.7,5.3,7.0,3.7,0.7,1.3,1.3,2.3,6.7
383,Greg Monroe\monrogr01,C,31,WAS,2,0,9.0,2.0,4.0,.500,0.0,0.0,,2.0,4.0,.500,.500,0.0,0.0,,3.5,1.5,5.0,0.5,0.5,0.5,1.0,1.0,4.0
383,Greg Monroe\monrogr01,C,31,MIL,5,0,14.0,2.2,4.4,.500,0.0,0.0,,2.2,4.4,.500,.500,1.0,1.8,.556,2.2,2.0,4.2,0.4,0.6,0.4,0.6,1.4,5.4
383,Greg Monroe\monrogr01,C,31,UTA,2,0,10.5,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,2.0,3.5,.571,2.0,1.0,3.0,1.5,0.0,0.5,0.0,2.5,4.0
384,Moses Moody\moodymo01,SG,19,GSW,50,10,11.7,1.5,3.6,.430,0.8,2.2,.352,0.8,1.4,.549,.536,0.6,0.7,.778,0.3,1.2,1.6,0.4,0.1,0.2,0.3,0.8,4.4
385,Xavier Moon\moonxa01,SG,27,LAC,8,0,13.1,2.1,4.9,.436,0.5,1.4,.364,1.6,3.5,.464,.487,0.3,0.4,.667,0.3,1.1,1.4,2.0,0.6,0.3,0.4,0.9,5.0
386,Matt Mooney\moonema01,SG,24,NYK,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
387,Ja Morant\moranja01,PG,22,MEM,56,56,33.3,10.2,20.8,.493,1.5,4.5,.340,8.7,16.3,.535,.530,5.6,7.3,.762,1.3,4.4,5.7,6.7,1.2,0.4,3.4,1.5,27.6
388,Juwan Morgan\morgaju01,PF,24,TOT,2,0,15.5,1.0,1.5,.667,0.5,1.0,.500,0.5,0.5,1.000,.833,0.0,0.0,,1.0,1.0,2.0,0.5,0.0,0.0,0.0,1.5,2.5
388,Juwan Morgan\morgaju01,PF,24,TOR,1,0,27.0,2.0,3.0,.667,1.0,2.0,.500,1.0,1.0,1.000,.833,0.0,0.0,,2.0,2.0,4.0,1.0,0.0,0.0,0.0,3.0,5.0
388,Juwan Morgan\morgaju01,PF,24,BOS,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,Jaylen Morris\morrija01,SG,26,SAS,3,0,5.3,0.0,2.0,.000,0.0,0.7,.000,0.0,1.3,.000,.000,0.7,1.3,.500,0.0,0.7,0.7,0.7,0.0,0.0,0.3,0.7,0.7
390,Marcus Morris\morrima03,PF,32,LAC,52,52,29.1,5.7,12.9,.438,1.9,5.0,.375,3.8,7.9,.478,.511,2.4,2.8,.869,0.5,4.0,4.5,2.1,0.5,0.3,1.3,2.1,15.6
391,Markieff Morris\morrima02,PF,32,MIA,17,1,17.5,3.2,6.7,.474,0.8,2.3,.333,2.4,4.4,.547,.531,0.5,0.5,.889,1.0,1.6,2.6,1.4,0.4,0.1,1.2,1.9,7.6
392,Monte Morris\morrimo01,PG,26,DEN,73,72,29.9,5.0,10.3,.487,1.7,4.2,.400,3.4,6.2,.547,.568,1.0,1.2,.869,0.3,2.7,3.0,4.5,0.8,0.2,1.0,1.2,12.8
393,Emmanuel Mudiay\mudiaem01,PG,25,SAC,2,0,5.5,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,1.5,2.0,.750,0.0,0.0,0.0,2.0,0.5,0.0,0.5,0.5,1.5
394,Mychal Mulder\muldemy01,PG,27,ORL,15,2,13.0,1.3,4.5,.299,0.9,3.1,.283,0.5,1.4,.333,.396,0.1,0.1,1.000,0.1,1.3,1.4,0.2,0.3,0.1,0.5,0.8,3.7
